record_id,city,cmhc_centre,neighbourhood,bedroom_type,unit_type,monthly_rent,cmhc_avg_rent_2br_2025,vacancy_rate_2025,turnover_rate_2025,rent_change_pct_2024_2025,latitude,longitude,record_type,source_category,source_reference,vacancy_quality_code,rent_quality_code
SYN-1651,Guelph,Guelph CMA,Guelph area 03,2 Bedroom,Apartment,1885,1802,3.1,15.1,4.6,43.512134,-80.137008,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1652,Peterborough,Peterborough CMA,Peterborough area 08,1 Bedroom,Townhouse,1440,1518,3.1,8.4,,44.318456,-78.249255,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1653,Toronto,Toronto CMA,Toronto area 10,2 Bedroom,Townhouse,2185,2046,3,8.7,3.4,43.601918,-79.321455,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1654,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 04,1 Bedroom,Townhouse,1560,1926,3,15.4,3.4,45.381535,-75.563057,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1655,Guelph,Guelph CMA,Guelph area 05,1 Bedroom,Apartment,1585,1802,3.1,15.1,4.6,43.450511,-80.244833,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1656,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 01,3 Bedroom,Apartment,2205,1832,4.1,16.1,3.3,43.377578,-80.538468,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1657,Brantford,Brantford CMA,Brantford area 03,1 Bedroom,Apartment,1365,1619,3.5,14.5,,43.072468,-80.401213,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1658,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 04,3 Bedroom,Apartment,2075,1832,4.1,16.1,3.3,43.413105,-80.579394,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1659,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,Studio,Apartment,1070,1495,4,3.4,6.8,48.436022,-89.396774,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1660,Peterborough,Peterborough CMA,Peterborough area 11,Studio,Townhouse,1205,1518,3.1,8.4,,44.348856,-78.204316,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1661,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 03,2 Bedroom,Apartment,1560,1558,1.2,6.6,,46.4174,-80.916585,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1662,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 07,2 Bedroom,Apartment,1505,1558,1.2,6.6,,46.555658,-80.926076,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1663,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 10,2 Bedroom,Apartment,1365,1558,1.2,6.6,,46.508986,-81.073849,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1664,Kingston,Kingston CMA,Kingston area 01,2 Bedroom,Apartment,1780,1764,2.4,17.3,2.4,44.203656,-76.485594,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1665,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 06,3 Bedroom,Apartment,1975,1558,1.2,6.6,,46.433946,-81.011766,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1666,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 11,2 Bedroom,Townhouse,1745,1558,1.2,6.6,,46.42185,-81.047878,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1667,Windsor,Windsor CMA,Windsor area 02,Studio,Townhouse,1100,1454,3.7,12.2,3.6,42.31837,-83.142848,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1668,Peterborough,Peterborough CMA,Peterborough area 01,2 Bedroom,Apartment,1620,1518,3.1,8.4,,44.340274,-78.346399,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1669,Kingston,Kingston CMA,Kingston area 07,1 Bedroom,Townhouse,1555,1764,2.4,17.3,2.4,44.261963,-76.438495,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1670,Belleville,Belleville - Quinte West CMA,Belleville area 08,1 Bedroom,Apartment,1205,1484,3.4,16.9,,44.211213,-77.49027,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1671,Peterborough,Peterborough CMA,Peterborough area 07,2 Bedroom,Apartment,1690,1518,3.1,8.4,,44.231434,-78.409462,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1672,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 12,3 Bedroom,Apartment,1600,1558,1.2,6.6,,46.421777,-81.040318,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1673,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 08,1 Bedroom,Townhouse,1250,1527,3.9,12.8,5.5,43.067369,-79.146031,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1674,Peterborough,Peterborough CMA,Peterborough area 05,Studio,Apartment,1065,1518,3.1,8.4,,44.259565,-78.365128,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1675,Barrie,Barrie CMA,Barrie area 01,2 Bedroom,Apartment,1720,1755,4.3,12.8,4.3,44.378754,-79.746924,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1676,Guelph,Guelph CMA,Guelph area 03,1 Bedroom,Apartment,1590,1802,3.1,15.1,4.6,43.551054,-80.276837,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1677,Brantford,Brantford CMA,Brantford area 08,2 Bedroom,Apartment,1595,1619,3.5,14.5,,43.12562,-80.326153,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1678,London,London CMA,London area 01,3 Bedroom,Townhouse,1965,1651,4,15.1,4.1,42.893028,-81.29271,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1679,Hamilton,Hamilton CMA,Hamilton area 12,2 Bedroom,Apartment,1400,1656,3.6,13.1,1.6,43.171453,-79.75372,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1680,Oshawa,Oshawa CMA,Oshawa area 12,1 Bedroom,Apartment,1645,1754,3.7,4.8,,43.833886,-78.797309,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1681,Brantford,Brantford CMA,Brantford area 10,2 Bedroom,Townhouse,1975,1619,3.5,14.5,,43.153579,-80.128749,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1682,London,London CMA,London area 07,2 Bedroom,Apartment,1605,1651,4,15.1,4.1,42.959747,-81.252704,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1683,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 11,2 Bedroom,Apartment,1500,1527,3.9,12.8,5.5,43.180325,-79.134557,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1684,Oshawa,Oshawa CMA,Oshawa area 11,1 Bedroom,Townhouse,1725,1754,3.7,4.8,,43.838527,-78.787516,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1685,Hamilton,Hamilton CMA,Hamilton area 01,1 Bedroom,Townhouse,1225,1656,3.6,13.1,1.6,43.219332,-79.947628,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1686,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,1 Bedroom,Apartment,1390,1926,3,15.4,3.4,45.467133,-75.666051,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1687,Thunder Bay,Thunder Bay CMA,Thunder Bay area 06,2 Bedroom,Apartment,1370,1495,4,3.4,6.8,48.392431,-89.294992,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1688,Peterborough,Peterborough CMA,Peterborough area 04,2 Bedroom,Apartment,1485,1518,3.1,8.4,,44.30149,-78.251903,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1689,Kingston,Kingston CMA,Kingston area 08,2 Bedroom,Apartment,1605,1764,2.4,17.3,2.4,44.245463,-76.60362,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1690,Peterborough,Peterborough CMA,Peterborough area 08,Studio,Apartment,1095,1518,3.1,8.4,,44.269907,-78.249587,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1691,Toronto,Toronto CMA,Toronto area 05,Studio,Apartment,1295,2046,3,8.7,3.4,43.636279,-79.309965,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1692,Windsor,Windsor CMA,Windsor area 10,3 Bedroom,Townhouse,1800,1454,3.7,12.2,3.6,42.399135,-83.136014,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1693,Guelph,Guelph CMA,Guelph area 12,Studio,Apartment,1235,1802,3.1,15.1,4.6,43.50267,-80.147517,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1694,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 10,2 Bedroom,Apartment,1615,1558,1.2,6.6,,46.541956,-81.016769,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1695,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 11,1 Bedroom,Apartment,1155,1527,3.9,12.8,5.5,43.196769,-79.210401,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1696,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,2 Bedroom,Townhouse,1910,1926,3,15.4,3.4,45.36652,-75.724565,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1697,Oshawa,Oshawa CMA,Oshawa area 06,2 Bedroom,Townhouse,2055,1754,3.7,4.8,,43.877111,-79.00365,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1698,Toronto,Toronto CMA,Toronto area 07,2 Bedroom,Apartment,2305,2046,3,8.7,3.4,43.629871,-79.340879,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1699,Thunder Bay,Thunder Bay CMA,Thunder Bay area 10,1 Bedroom,Apartment,1190,1495,4,3.4,6.8,48.404884,-89.097466,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1700,Thunder Bay,Thunder Bay CMA,Thunder Bay area 11,3 Bedroom,Apartment,1790,1495,4,3.4,6.8,48.402863,-89.348138,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1701,Windsor,Windsor CMA,Windsor area 09,2 Bedroom,Apartment,1600,1454,3.7,12.2,3.6,42.372876,-83.06633,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1702,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 04,2 Bedroom,Apartment,1860,1832,4.1,16.1,3.3,43.443154,-80.431047,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1703,Kingston,Kingston CMA,Kingston area 08,1 Bedroom,Apartment,1405,1764,2.4,17.3,2.4,44.310089,-76.567781,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1704,Toronto,Toronto CMA,Toronto area 08,1 Bedroom,Townhouse,1915,2046,3,8.7,3.4,43.751143,-79.301171,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1705,Guelph,Guelph CMA,Guelph area 02,2 Bedroom,Apartment,2005,1802,3.1,15.1,4.6,43.493773,-80.186932,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1706,Barrie,Barrie CMA,Barrie area 07,2 Bedroom,Townhouse,1670,1755,4.3,12.8,4.3,44.462813,-79.551612,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1707,Brantford,Brantford CMA,Brantford area 09,2 Bedroom,Apartment,1730,1619,3.5,14.5,,43.182559,-80.235079,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1708,Barrie,Barrie CMA,Barrie area 12,1 Bedroom,Apartment,1350,1755,4.3,12.8,4.3,44.347993,-79.718736,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1709,Belleville,Belleville - Quinte West CMA,Belleville area 10,1 Bedroom,Townhouse,1270,1484,3.4,16.9,,44.091997,-77.449415,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1710,Guelph,Guelph CMA,Guelph area 04,2 Bedroom,Apartment,1830,1802,3.1,15.1,4.6,43.527379,-80.292394,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1711,Windsor,Windsor CMA,Windsor area 04,1 Bedroom,Apartment,1125,1454,3.7,12.2,3.6,42.306548,-82.97985,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1712,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 05,1 Bedroom,Townhouse,1490,1527,3.9,12.8,5.5,43.125532,-79.260506,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1713,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 06,2 Bedroom,Apartment,1585,1527,3.9,12.8,5.5,43.103604,-79.28231,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1714,Oshawa,Oshawa CMA,Oshawa area 12,1 Bedroom,Apartment,1510,1754,3.7,4.8,,43.910628,-78.919994,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1715,Toronto,Toronto CMA,Toronto area 07,2 Bedroom,Apartment,2035,2046,3,8.7,3.4,43.582505,-79.440604,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1716,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 03,2 Bedroom,Apartment,1350,1527,3.9,12.8,5.5,43.229584,-79.22408,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1717,Barrie,Barrie CMA,Barrie area 10,1 Bedroom,Townhouse,1305,1755,4.3,12.8,4.3,44.483881,-79.650039,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1718,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 03,2 Bedroom,Townhouse,2130,1926,3,15.4,3.4,45.494582,-75.701404,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1719,Windsor,Windsor CMA,Windsor area 04,1 Bedroom,Townhouse,1520,1454,3.7,12.2,3.6,42.283373,-83.087976,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1720,Hamilton,Hamilton CMA,Hamilton area 08,1 Bedroom,Apartment,1380,1656,3.6,13.1,1.6,43.285699,-79.910506,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1721,Barrie,Barrie CMA,Barrie area 06,2 Bedroom,Apartment,1750,1755,4.3,12.8,4.3,44.295968,-79.654923,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1722,Brantford,Brantford CMA,Brantford area 10,1 Bedroom,Apartment,1235,1619,3.5,14.5,,43.233487,-80.386102,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1723,London,London CMA,London area 08,1 Bedroom,Apartment,1300,1651,4,15.1,4.1,42.933917,-81.193453,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1724,Kingston,Kingston CMA,Kingston area 04,Studio,Apartment,1080,1764,2.4,17.3,2.4,44.241595,-76.600061,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1725,Brantford,Brantford CMA,Brantford area 10,3 Bedroom,Apartment,1940,1619,3.5,14.5,,43.084917,-80.240917,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1726,Windsor,Windsor CMA,Windsor area 04,1 Bedroom,Apartment,1190,1454,3.7,12.2,3.6,42.278672,-83.000183,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1727,Windsor,Windsor CMA,Windsor area 05,Studio,Apartment,955,1454,3.7,12.2,3.6,42.332775,-83.009815,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1728,Barrie,Barrie CMA,Barrie area 11,2 Bedroom,Apartment,1765,1755,4.3,12.8,4.3,44.433396,-79.706353,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1729,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 11,2 Bedroom,Townhouse,2090,1832,4.1,16.1,3.3,43.433034,-80.55566,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1730,Kingston,Kingston CMA,Kingston area 05,1 Bedroom,Townhouse,1560,1764,2.4,17.3,2.4,44.23404,-76.359994,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1731,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 02,3 Bedroom,Apartment,1765,1527,3.9,12.8,5.5,43.160012,-79.212375,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1732,Kingston,Kingston CMA,Kingston area 08,1 Bedroom,Apartment,1585,1764,2.4,17.3,2.4,44.309873,-76.483335,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1733,Kingston,Kingston CMA,Kingston area 11,1 Bedroom,Townhouse,1540,1764,2.4,17.3,2.4,44.303606,-76.529981,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1734,Kingston,Kingston CMA,Kingston area 09,1 Bedroom,Apartment,1405,1764,2.4,17.3,2.4,44.283771,-76.566048,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1735,Oshawa,Oshawa CMA,Oshawa area 03,1 Bedroom,Townhouse,1630,1754,3.7,4.8,,43.919005,-78.846091,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1736,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 10,1 Bedroom,Townhouse,1770,1926,3,15.4,3.4,45.478662,-75.596797,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1737,Kingston,Kingston CMA,Kingston area 05,1 Bedroom,Townhouse,1445,1764,2.4,17.3,2.4,44.287151,-76.55037,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1738,Windsor,Windsor CMA,Windsor area 12,3 Bedroom,Apartment,1595,1454,3.7,12.2,3.6,42.289058,-83.088808,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1739,Peterborough,Peterborough CMA,Peterborough area 07,2 Bedroom,Apartment,1405,1518,3.1,8.4,,44.287808,-78.342863,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1740,Belleville,Belleville - Quinte West CMA,Belleville area 08,3 Bedroom,Apartment,1870,1484,3.4,16.9,,44.191959,-77.483587,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1741,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 06,Studio,Apartment,1070,1527,3.9,12.8,5.5,43.118359,-79.28159,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1742,Thunder Bay,Thunder Bay CMA,Thunder Bay area 04,2 Bedroom,Apartment,1665,1495,4,3.4,6.8,48.392514,-89.175726,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1743,Toronto,Toronto CMA,Toronto area 10,2 Bedroom,Apartment,2125,2046,3,8.7,3.4,43.69777,-79.261161,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1744,Windsor,Windsor CMA,Windsor area 12,3 Bedroom,Apartment,1825,1454,3.7,12.2,3.6,42.371146,-83.066135,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1745,Windsor,Windsor CMA,Windsor area 08,1 Bedroom,Townhouse,1320,1454,3.7,12.2,3.6,42.283438,-83.02615,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1746,Oshawa,Oshawa CMA,Oshawa area 12,Studio,Apartment,1205,1754,3.7,4.8,,43.97327,-78.98404,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1747,Thunder Bay,Thunder Bay CMA,Thunder Bay area 06,2 Bedroom,Apartment,1370,1495,4,3.4,6.8,48.393267,-89.266291,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1748,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 02,2 Bedroom,Apartment,1445,1527,3.9,12.8,5.5,43.197314,-79.345476,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1749,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 08,3 Bedroom,Apartment,2530,1926,3,15.4,3.4,45.498417,-75.787203,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1750,London,London CMA,London area 05,1 Bedroom,Apartment,1290,1651,4,15.1,4.1,42.924697,-81.116409,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1751,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,2 Bedroom,Apartment,1630,1527,3.9,12.8,5.5,43.144866,-79.162984,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1752,Belleville,Belleville - Quinte West CMA,Belleville area 01,3 Bedroom,Apartment,1975,1484,3.4,16.9,,44.06604,-77.400707,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1753,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 02,2 Bedroom,Townhouse,2050,1926,3,15.4,3.4,45.334922,-75.818145,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1754,Guelph,Guelph CMA,Guelph area 11,2 Bedroom,Apartment,1920,1802,3.1,15.1,4.6,43.559585,-80.256906,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1755,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 03,2 Bedroom,Townhouse,2045,1832,4.1,16.1,3.3,43.529471,-80.356307,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1756,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 12,Studio,Apartment,1210,1926,3,15.4,3.4,45.412309,-75.617098,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1757,Thunder Bay,Thunder Bay CMA,Thunder Bay area 04,3 Bedroom,Townhouse,1970,1495,4,3.4,6.8,48.446545,-89.39258,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
